call_id,agency,actdate,acttime,streetnbr
WINSLOW WAY,E,,,122607645 23236096 WRT3
HIGH SCHOOL,RD NE /,STATE HWY 305,NE,122571327 23644516 DUI3
NE HIGH SCHOOL,RD,,,122411800 23664400 SUICI4
NE SEABOLD,CHURCH,RD / STATE HWY,305 NE,121629175 25910575 MVC4
WINSLOW WAY,E,,,122607645 23236096 MISC4
WINSLOW WAY,E,,,122607645 23236096 FOUND5
SE CEDAR RD,,,,119781140 18565187 MISC4
NE DOLPHIN,DR,,,121805400 26281400 ALRA
WYATT WAY,NW,,,122033094 23388947 PC3
NE DAY RD W,,,,121947794 25271751 PC4
PARFITT WAY,SW,,,122411045 23143096 ADRIFT
MILLER RD NE,/ NE TOLO,RD,,121434233 24330578 PC3
STATE HWY,305 NE,,,122575202 23676331 PC4
NE HIGH SCHOOL,RD,,,122470095 23627397 TRESP2
NE SANWICK,PL,,,121638488 26675796 ALRA
IHLAND WAY,NE / MADISON,AVE N,,122435262 23579590 T
AMBROSE LN,NW,,,122401386 23377486 PC4
MADISON AVE,N,,,122388295 23738847 PC4
HARBOR SQUARE,LOOP,NE,,122643039 23249213 PC4
NE DAY RD E,,,,122349535 25234556 PC4
NE QUAIL HILL,RD,,,122027194 23784148 PC4
FERNCLIFF AVE,NE / NE,KLICKITAT PL,,122696288 23486283 TRAFF3
MILLER RD NE,/ NE TOLO,RD,,121434233 24330578 WIRESU
MILLER RD NE,/ NE TOLO,RD,,121434233 24330578 WIRESU
HARBOR SQUARE,LOOP,NE,,122644132 23253983 PC4
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 T
NE LIGHTMOOR,CT / SPORTSMAN,CLUB,RD NE,122054485 23550336 T
MADISON AVE,N,,,122441895 23299097 MISC3
DEAD END / HARBORVIEW,HARBORVIEW,DR SE,,122678833 23162862 CELL
HIGH SCHOOL,RD NW,,,122373845 23636947 NOISE4
SANDS AVE NE,NE,,,121910900 23779800 TRAFF4
SUNRISE DR,NE,,,122763796 26092302 PC4
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 DUI3
WINSLOW WAY,E,,,122607645 23236096 ASSIS3
NE HIGH SCHOOL,RD,,,122364045 23666097 POV4
CAPSTAN DR,NE / HIGH,SCHOOL RD NW,,122211056 23655992 T
MADISON AVE,N,,,122420895 23836848 MALIC4
FLETCHER BAY,RD NE,,,121492692 23700444 T
HIGH SCHOOL,RD NE,,,122479900 23646100 FU
MADISON AVE,N,,,122439030 23748950 PC4
FLETCHER BAY,RD NE,,,121374569 23903451 T
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
SUNRISE DR,NE,,,122763796 26092302 PC4
"XY(121257950,24864330)",,,,121257950 24864330 CELL
NE ABIES DR,,,,121742374 24788446 PC4
NE DAY RD E,/ NE YETI,LN,,122024833 25273329 CELL
RAVINE LN NE,,,,122580978 23292637 MVC3
CRYSTAL SPRINGS,DR,NE,,121127142 22174694 ALRA
MADISON AVE,N / WYATT,WAY NE,,122430882 23382078 RECKL3
MADISON AVE,N,,,122415345 23498497 WC911
ARROW POINT,DR NE,,,121095342 24676599 PC4
MADISON AVE,N / STATE,HWY 305 NE,,122472788 23963126 DUI3
MADISON AVE,N,,,122493300 23896241 PC4
BATTLE POINT,DR NE,,,120994246 24226279 PC4
LYNWOOD CENTER,RD,NE,,121756128 22858116 PC4
NE DAY RD W,,,,121947794 25271751 PC4
BIRKLAND RD,NE / WEST,BLAKELY RD NE,,122063558 22362748 CELL
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
MADRONE LN,N / WINSLOW,WAY E,,122461289 23248403 PC4
NE TOTTEN RD,RD / WOOLLY,DOG PL NE,,120998335 26854233 ASSIS2
NE KNIGHT RD,,,,122650571 25358159 BLS
PARFITT WAY,SW,,,122411045 23143096 FI
MADISON AVE,N,,,122415345 23498497 ALS
NE DAY RD W,,,,121826500 25255700 PC4
GROW AVE NW,/ HIGH SCHOOL,SCHOOL RD NW,,122338072 23651202 T
NE HIGH SCHOOL,RD / SPORTSMAN,SPORTSMAN CLUB,RD NE,122101057 23659699 MALIC3
FERNCLIFF AVE,NE,,,122682108 23269272 THEFT4
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 RECKL3
WINSLOW WAY,E,,,122607645 23236096 HARAS4
LYNWOOD CENTER,RD,NE,,121750893 22509195 MVCB
DON PALMER,AVE NE,,,121606510 23137878 PC4
BLAKELY AVE,NE,,,122091700 22497100 WC911
VINEYARD LN,/ WINSLOW,WAY E,,122606211 23254200 CELL
WYATT WAY,NW,,,121980511 23401050 T
ERICKSEN AVE,NE / MADRONE,LN N,,122487094 23252792 CELL
NE NELSON HILL,HILL LN,,,121208842 24217748 SUSPI3
NORTH MADISON,AVE NE,NE,,122452400 24418800 OPEN3
NE HIDDEN COVE,RD,,,122076244 25760452 DV1
NE HIDDEN COVE,RD,,,122076244 25760452 TRANS
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
NE BUSINESS,PARK LN,/ SPORTSMAN CLUB,RD NE,122322363 24094833 T
CLAYTON PL,NW,,,122375945 23529647 NOISE4
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
HALEY LOOP,NE,,,121802594 23247647 UNWAN4
DOVE TAIL LN,NW / FORDS,CT NW,,122392823 23515730 UNKNO3
DON PALMER,AVE NE,,,121604779 23134661 PC4
ARROW POINT,DR NE,,,121095342 24676599 PC4
NE HIGH SCHOOL,RD,,,121802600 23667700 T
MILLER RD NE,,,,121442983 24351949 T
NE BOLERO DR,DR / FORT,WARD HILL RD NE,,122411613 22050642 TRAFF3
STATE HWY,305 NE,,,121067300 26442200 RECKL3
FLETCHER BAY,RD NE /,/ NE HIGH SCHOOL,RD,121498773 23670949 T
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 RECKL3
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
NE HIGH SCHOOL,RD,,,121862654 23667473 WC3
COPPERTOP,LOOP NE,,,122338995 24107348 ALRA
SANDS AVE NE,NE,,,121910900 23779800 CPR
SKINNER RD,NE,,,120955245 24645426 PC4
NE KOURA RD,/ MILLER,RD NE,,121576649 24728845 T
NE BUCKLIN,HILL RD / FLETCHER,BAY RD,NE,121727008 23138339 FI
WING POINT,WAY NE,,,122834700 23372100 ALSP
ARROW POINT,DR NE,,,121095342 24676599 T
DON PALMER,AVE NE,,,121605208 23135467 PC4
STATE HWY,305 NE,,,121419100 26448500 DUI2
HARBORVIEW,DR SE,,,122621045 23140846 BLSG
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 TRAFF3
STATE HWY,305 NE / NE,WEST PORT MADISON,RD,121590942 26041592 MVCG
CHADWICK CT,NE,,,122112198 24823320 ALRA
COMMODORE,LN NW,,,122225644 23839048 SUSPI4
NE KOURA RD,/ STATE,HWY 305 NE,,122310462 24709752 T
MADISON AVE,N,,,122422745 23431297 ALRA
MORAN RD NE,,,,122425895 24127298 FU
WINSLOW WAY,E,,,122607645 23236096 ASSAU4
MADISON AVE,N,,,122415345 23498497 WC911
STETSON PL,SW,,,122342995 23101396 DV1
DON PALMER,AVE NE,,,121608526 23140917 PC4
SUNRISE DR,NE,,,122763796 26092302 PC4
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 TRAFF3
NE DANIEL CT,,,,122404695 24526249 MISC4
HIGH SCHOOL,RD NE,,,122537800 23644900 ASSIS4
"XY(121066949,24673085)",,,,121066949 24673085 CELL
NE HIGH SCHOOL,RD / SANDS,SANDS AVE NE,,121908169 23667006 TRANS
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 TRAFF3
HOMESTEAD,LN,,,122489195 23403797 WC4
ROCKAWAY BEACH,BEACH RD,NE,,122961916 22761207 TRAFF3
FORT WARD,HILL RD NE,,,122356094 21631726 PC4
PHELPS RD NE,,,,122100986 25380964 MENTA4
PINYON AVE,NE,,,0 0 PC4
MANDUS OLSON,RD NE,,,121784265 24598776 ALRA
NE SANWICK,PL,,,121659946 26642879 UNWAN3
MEDWAY LN,NE,,,122051294 24733549 ASSIS4
NE LOVGREEN,RD E / STATE,HWY 305 NE,,122194159 24976179 T
SUNRISE DR,NE / NE VALLEY,RD,,122722771 24697688 FI
NE HIDDEN COVE,RD / STRANNE,STRANNE RD NE,,121687990 25648718 T
MADISON AVE,N,,,122441895 23299097 MISC3
NE LOFGREN,RD / MORAN,RD NE,,122445950 24110468 T
GILMORE WAY,NE,,,122676545 23316947 PC4
ERICKSEN AVE,NE,,,122526495 23490797 WC911
NE BUSINESS,PARK LN,/ SPORTSMAN CLUB,RD NE,122322363 24094833 T
STRAWBERRY,LN NW /,NE WINSLOW GROVE,CT,122176702 23578134 CELL
NORTH MADISON,AVE NE,NE / STATE HWY,305 NE,122395381 24298435 T
WYATT WAY,NW,,,122392027 23377349 NOISE4
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 TRAFF3
NE DAY RD E,/ NE YETI,LN,,122024833 25273329 CELL
DON PALMER,AVE NE,,,121605641 23136271 PC4
MADISON AVE,N,,,122493300 23896241 PC4
HIGH SCHOOL,RD NE,,,122537800 23644900 UNWAN3
NE NEW BROOKLYN,RD,,,122162322 23922122 PC4
EUCLID AVE,NE / PHELPS,RD NE,,122444634 25908096 T
"XY(122317550,23822767)",,,,122317550 23822767 CELL
NE DAY RD W,,,,121826500 25255700 PC4
NE HIGH SCHOOL,RD,,,122470095 23627397 THEFT3
WINSLOW WAY,E,,,122607645 23236096 MISC5
WINSLOW WAY,E,,,122510453 23228755 THEFT4
HIGH SCHOOL,RD NE,,,122491948 23645930 FI
FERNCLIFF AVE,NE,,,122700107 23624274 PC4
FLETCHER BAY,RD NE,,,121722360 23162151 PC4
DEAD END / WINSLOW,WINSLOW,WAY E,,122575756 23265811 CELL
NE HIGH SCHOOL,RD,,,121772316 23667974 PC4
NORTH TOWN,DR NE / SPORTSMAN,SPORTSMAN CLUB,RD NE,122294387 24024244 T
VINEYARD LN,/ WINSLOW,WAY E,,122606211 23254200 CELL
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
DEAD END / HILDEBRAND,HILDEBRAND,LN NE,,122518333 23592516 CELL
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 FU
DEAD END / HIGH,HIGH SCHOOL,RD NW,,122345842 23689703 CELL
HIGH SCHOOL,RD NE,,,122491500 23645900 INTOX3
HARBOR SQUARE,LOOP,NE,,122631973 23272822 FU
"XY(122425606,23646473)",,,,122425606 23646473 T
UNNAMED,,,,122798415 26145722 PC4
CAMELIA LOOP,NE,,,122477029 23597241 PC4
MADISON AVE,N,,,122437900 23645700 MVCG
ALMA PL NE,,,,121565762 26048703 PC4
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 INFOP4
HILDEBRAND,LN NE / MADISON,AVE N,,122449949 23658959 CELL
SUNRISE DR,NE,,,122763796 26092302 PC4
WINSLOW WAY,E,,,122607645 23236096 ASSIS4
BRIEN DR SE,/ BRIEN DR,SE,,122498793 23206929 CELL
NE BERGMAN,RD,,,121789093 25122248 ASSIS3
HIGH SCHOOL,RD NE,,,122491500 23645900 MVC3
NE SEABOLD,RD / STATE,HWY 305 NE,,121590942 26041592 FI
NE HIGH SCHOOL,RD,,,122470095 23627397 PC4
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 VEHFI
SIVERTSON RD,RD NE,,,121946463 26001399 PC4
HIGH SCHOOL,RD NW,,,122210932 23602068 WCB
HANSEN RD,NE,,,121089523 23760464 BURGL4
SIVERTSON RD,RD NE,,,121711243 25793552 MISSI4
NE DAY RD E,/ NE YETI,LN,,122024833 25273329 CELL
NE FRENCH LN,LN / SUNRISE,DR NE,,122740428 25554693 T
NE DAY RD W,,,,121923709 25251019 T
GROW AVE NW,,,,122343495 23535447 SUICI3
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
MADISON AVE,N / STATE,HWY 305 NE,,122472788 23963126 INFOP4
NE NEW BROOKLYN,RD,,,122309641 23916703 PC4
CRYSTAL SPRINGS,DR,NE,,121196092 22798446 THEFT4
NE EAGLE HARBOR,DR,,,122699495 22888296 ASSIS3
WINSLOW WAY,E,,,122607645 23236096 MISC4
OLYMPIC DR,SE,,,122596704 23238802 PC4
WIMSEY AVE,NE,,,122164994 22928596 ALRA
NE MANITOU,PARK BLVD,,,122933146 24590799 ALRA
FERNCLIFF AVE,NE / HIGH,SCHOOL RD,NE,122700573 23641750 FI
OLYMPIC DR,SE,,,122674000 23182900 ASSIS4
HOMESTEAD,LN,,,122489195 23403797 SUICIA
NE NEW BROOKLYN,RD,/ SPORTSMAN CLUB,CLUB RD NE,122235619 23919372 T
BROMLEY PL,NW,,,122227844 23294347 FRAUD4
WINSLOW WAY,E,,,122607645 23236096 FOUND4
"XY(121861657,25447707)",,,,121861657 25447707 UNKNO2
NE BEACH CREST,DR /,NORTH MADISON,AVE NE,122453040 24439481 CUSTO4
NE BUCKLIN,HILL RD / LYNWOOD,CENTER,RD NE,121827991 23137059 T
WINSLOW WAY,E,,,122607645 23236096 CUSTO4
NE SANWICK,PL,,,121659946 26642879 FU
OLYMPIC DR,SE,,,122596965 23236602 PC4
NE HIDDEN COVE,RD,,,121796062 25528639 PC4
NORTH MADISON,AVE NE,NE,,122449745 24857450 SUSPI4
SPRINGRIDGE,RD NE,,,121246079 23467411 NOISE4
CRYSTAL SPRINGS,DR,NE,,121077301 22663378 PC4
NE YEOMALT,POINT DR,,,123141096 23578747 SUSPI4
FORT WARD,HILL RD NE,,,122359200 21867100 WC4
SHANNON DR,SE,,,122470165 23207941 SUSPI3
MINAMOTO LN,NE,,,122682959 23280812 PC4
WASHINGTON,AVE NE,,,122409495 26157902 FRAUD4
NE BUSINESS,PARK LN,/ SPORTSMAN CLUB,RD NE,122322363 24094833 T
BATTLE POINT,DR NE,,,121029492 24202898 PROWL4
ARROW POINT,DR NE,,,121095342 24676599 PC4
BATTLE POINT,DR NE,,,120926727 24412917 FU
PARFITT WAY,SW,,,122383545 23192946 THEFT4
WINSLOW WAY,E,,,122607645 23236096 WC4
WALLACE WAY,NE,,,122451195 23497997 SUICI3
FLETCHER BAY,RD NE /,/ MILLER RD NE,,121365993 23936591 DUI3
PHELPS RD NE,,,,122100986 25380964 BEHAV4
MADISON AVE,N,,,122415345 23498497 VERBA3
ARROW POINT,DR NE,,,121095342 24676599 PC4
NE HIGH SCHOOL,RD,,,121767530 23668008 PC4
NE BUCKLIN,HILL RD / FLETCHER,BAY RD,NE,121727008 23138339 RECKL4
NE LOFGREN,RD,,,122464245 24096698 FU
SUNRISE DR,NE,,,122763796 26092302 CHILD3
HARBOR SQUARE,LOOP,NE,,122635337 23253379 PC4
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
SUNRISE DR,NE,,,122669095 26001502 SUSPI4
HENDERSON,RD NE / NE,RALSTON RD,,121493728 25780647 T
NE HIGH SCHOOL,RD,,,122470095 23627397 WC3
DON PALMER,AVE NE,,,121606506 23137880 PC4
MADISON AVE,N,,,122415345 23498497 MISC4
COPPERTOP,LOOP NE,,,122338995 24107348 WC3
FINCH RD NE,/ WYATT WAY,WAY NW,,122036768 23398067 FU
CARVER ST,,,,118432195 20786716 MISC3
BJUNE DR SE,/ PARFITT,WAY SW,,122418400 23185341 CELL
MARTIN LUTHER,KING JR,JR LN NE,,122294869 23674503 PC4
"XY(122410494,23959004)",,,,122410494 23959004 CELL
BROOM ST NE,,,,122232694 26156052 PC4
ALMA PL NE,,,,121566103 26054091 PC4
NE HIGH SCHOOL,RD,,,121802600 23667700 FI
ALMA PL NE,,,,121565857 26050242 PC4
WINTERGREEN,LN NE,,,122621704 23727339 WC4
NE KOURA RD,/ STATE,HWY 305 NE,,122310462 24709752 TRAFF3
MADISON AVE,N,,,122433945 23949248 WC3
THREE T RD,NE,,,122553841 22253102 SUSPI4
STATE HWY,305 NE,,,121419100 26448500 TRAFF3
BLAKELY AVE,NE,,,122071544 22360495 CIVIL4
NE CHIPPEWA,CT,,,120349291 26486903 ASSIS3
NE SOUTH BEACH,DR,,,122347428 21464938 PC4
PARK AVE NE,,,,123025300 23500900 WCA
NE HIGH SCHOOL,RD,,,122364045 23666097 PC4
MADISON AVE,N / WINSLOW,WAY E,,122427905 23249436 INTOX3
NE DAY RD W,,,,121826500 25255700 PC4
MADISON AVE,N,,,122493300 23896241 PC4
ALMA PL NE,,,,121565861 26050242 PC4
NE DAY RD W,,,,121826500 25255700 PC4
HIGH SCHOOL,RD NE,,,122530000 23641500 OPEN3
HIGH SCHOOL,RD NE /,MADISON AVE N,,122441202 23647074 MVC4
ARROW POINT,DR NE,,,121095342 24676599 PC4
WINSLOW WAY,E,,,122510453 23228755 WC3
WINSLOW WAY,E,,,122607645 23236096 ASSIS4
BATTLE POINT,DR NE,,,121029492 24202898 THEFT3
MADISON AVE,N,,,122441895 23299097 NARCO4
HIGH SCHOOL,RD NE /,STATE HWY 305,NE,122571327 23644516 DUI3
HIGH SCHOOL,RD NE,,,122508000 23657000 NARCO4
HIGH SCHOOL,RD NE,,,122537800 23644900 WC4
MORAN RD NE,,,,122425895 24127298 DV2
ANANDA PL NW,/ COMMODORE,LN NW,,122276701 23649630 CELL
MADISON AVE,N,,,122461785 23903536 ALS
NE MANOR LN,,,,122826446 25603901 HARAS4
WINSLOW WAY,E,,,122607645 23236096 FOUND5
WINSLOW WAY,E,,,122607645 23236096 WC4
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
FINCH RD NE,/ SPORTSMAN,CLUB RD NE,,122038512 23529706 RECKL4
MORAN RD NE,,,,122425895 24127298 CIVIL4
TOE JAM HILL,RD NE,,,122750445 21925944 DV3
WINSLOW WAY,E,,,122544095 23233646 FRAUD4
DON PALMER,AVE NE,,,121604779 23134661 PC4
HIGH SCHOOL,RD NE,,,122521100 23645300 THEFT4
ARROW POINT,DR NE,,,121095342 24676599 HARAS3
"XY(122471494,23628203)",,,,122471494 23628203 CELL
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
HIGH SCHOOL,RD NE,,,122530000 23641500 SUSPI3
MADISON AVE,S / WOOD,AVE SW,,122423140 23160791 CELL
NE LAFAYETTE,AVE / SUNRISE,DR NE,,122750308 26150671 FI
HARBOR SQUARE,LOOP,NE,,122631973 23272822 SUSPI3
HIGH SCHOOL,RD NE /,MADISON AVE N,,122441202 23647074 T
HARBOR SQUARE,LOOP,NE,,122631973 23272822 FU
ARROW POINT,DR NE,,,121095342 24676599 FI
DON PALMER,AVE NE,,,121604775 23134663 PC4
CAVE AVE NE,/ STATE HWY,305 NE,,122611502 23254815 CELL
FINCH RD NE,,,,122064194 23640047 PC4
SHANNON DR,SE,,,122472345 23159696 PC4
WINTERGREEN,LN NE,,,122603642 23680795 WC911
MILLER RD NE,,,,121364077 24158940 PC4
NORTH MADISON,AVE NE,NE,,122464305 25001107 PC4
HARBOR SQUARE,LOOP,NE,,122663913 23268944 THEFT4
SIVERTSON RD,RD NE,,,121946463 26001399 SUSPI3
NE WIGGINS,RD,,,122734195 22657595 UNKNO3
HIGH SCHOOL,RD NE,,,122487436 23638113 PC4
ALMA PL NE,,,,121565861 26050242 PC4
NE HIGH SCHOOL,RD,,,122364045 23666097 PC4
BLAKELY AVE,NE,,,122026344 22552216 PC4
NE HIGH SCHOOL,RD,,,122364045 23666097 PC4
LIBERTY BAY,,,,119419576 26896356 ASSIS4
DON PALMER,AVE NE,,,121607463 23139431 PC4
MADISON AVE,N,,,122493300 23896241 PC4
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
HIGH SCHOOL,RD NE,,,122537800 23644900 BLSP
HIGH SCHOOL,RD NW,,,122354291 23650604 PC4
SUNRISE DR,NE,,,122763796 26092302 PC4
NE JUSTIN CT,/ MILLER,RD NE,,121500290 24497909 T
NE HIGH SCHOOL,RD,,,122681545 23613597 CIVIL4
HIGH SCHOOL,RD NW,,,122373845 23636947 DV2
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310709 23631734 CELL
NE DAY RD W,/ MILLER,RD NE,,121978601 25249261 T
FLETCHER BAY,RD NE,,,121378280 23890454 T
SPORTSMAN,CLUB RD,NE,,122231575 23914784 PC4
HIGH SCHOOL,RD NW,,,122373845 23636947 CHILD4
NE KOURA RD,/ STATE,HWY 305 NE,,122310462 24709752 T
"XY(122325948,23818934)",,,,122325948 23818934 CELL
NE KNIGHT RD,,,,122609045 25351951 DV3
BATTLE PT PARK,,,,121133348 24671320 PC4
STATE HWY,305 NE,,,121419100 26448500 TRAFF4
WINSLOW WAY,E,,,122510453 23228755 BLSP
FINCH RD NE,,,,122064194 23640047 TRESP3
WINSLOW WAY,E,,,122510453 23228755 WC3
NORTH MADISON,AVE NE,NE / SPORTSMAN,CLUB RD,NE 122395381 24298435 WCA
WINSLOW WAY,E,,,122499757 23247190 PC4
TRAIL HEIGHTS,CT NE,,,122199644 25600851 ALRA
MADISON AVE,N,,,122439281 23760717 PC4
WEAVER RD,NW / WYATT,WAY NW,,122168200 23391392 T
RIDGE LN NE,/ RIDGE LN,NE,,121861575 23280825 CELL
NE MANOR LN,,,,122826446 25603901 WRT4
MADISON AVE,N / WINSLOW,WAY E,,122427905 23249436 MISSI3
CARVER ST,,,,118434303 20789378 MISC3
WINSLOW WAY,E,,,122458745 23238596 WC4
HIGH SCHOOL,RD NE /,STATE HWY 305,NE,122571327 23644516 WC3
FINCH RD NE,,,,122011744 23619547 VEHIT4
FERNCLIFF AVE,NE / HIGH,SCHOOL RD,NE,122700573 23641750 T
DUANE LN NW,/ WALLACE,WAY NE,,122442425 23532884 CELL
MADISON AVE,N,,,122415345 23498497 BEHAVB
MADISON AVE,N,,,122415345 23498497 BLS
ERICKSEN AVE,NE / MADRONE,LN N,,122483866 23250674 CELL
STATE HWY,305 NE,,,120963992 26314403 T
OLYMPIC DR,SE,,,122674000 23182900 ASSIS4
NE WINDSONG,LOOP,,,122402948 24805220 TRANS
WINSLOW WAY,E,,,122607645 23236096 PC5
GRAND FOREST,PARKING,MILLER RD NE/GF,WEST,TRAIL 121479937 24440975 WIRESU
HIGH SCHOOL,RD NW,,,122361963 23623026 SUSPI3
NE DAY RD E,/ NE YETI,LN,,122031567 25266977 CELL
"XY(122410103,23193914)",,,,122410103 23193914 CELL
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 T
"XY(122317550,23822767)",,,,122317550 23822767 CELL
MANZANITA RD,RD NE,,,121439001 25241313 ALRA
PARFITT WAY,SW,,,122399295 23156396 ASSIS4
WINSLOW WAY,E,,,122607645 23236096 MISC4
PARFITT WAY,SW,,,122383545 23192946 WC4
NE BAKER HILL,RD / DEERPATH,LN NE,,121367702 22610652 T
WINSLOW WAY,E,,,122510453 23228755 TRAFF3
NE SEABORN,RD,,,122701540 22234537 FU
TIFFANY MEADOWS,DR,NE / WING POINT,WAY NE,122738096 23374481 SUSPI3
NE SEABORN,RD,,,122701540 22234537 PC4
NE DAY RD E,/ NE YETI,LN,,122024833 25273329 CELL
NE KOURA RD,/ STATE,HWY 305 NE,,122310462 24709752 T
VICTORIAN LN,NE,,,122342139 21655470 FU
GROW AVE NW,/ WYATT,WAY NW,,122332496 23385509 SUSPI3
WYATT WAY,NE,,,122484695 23372947 FRAUD3
SPORTSMAN,CLUB RD,NE,,122077849 23604009 PC4
CRYSTAL SPRINGS,DR,NE,,121196092 22798446 THEFT4
NE KOURA RD,/ MILLER,RD NE,,121576649 24728845 T
NE CRYSTAL,LN,,,121147592 22332095 ALRA
NE MANITOU,PARK BLVD,,,122933146 24590799 ALRA
MADISON AVE,N,,,122441895 23299097 UNWAN3
SKOGEN LN NE,NE / NE WEST,PORT MADISON,RD,122027983 26104294 WIRESU
MADISON AVE,N,,,122441895 23299097 MISC3
SPORTSMAN,CLUB RD,NE,,122077395 23602907 PC4
NE HIGH SCHOOL,RD,,,122470095 23627397 FU
"XY(122090319,25030344)",,,,122090319 25030344 CELL
NE HIGH SCHOOL,RD,,,122470095 23627397 THREA3
FERRYVIEW,LN NE / WING,POINT WAY NE,,122830809 23372231 CIVIL4
ROCKAWAY BEACH,BEACH RD,NE,,122940067 22832938 PC4
PARFITT WAY,SW,,,122383545 23192946 RETURN
MADISON AVE,N,,,122444495 23625547 ALRFCP
MADISON AVE,N,,,122436845 23418547 GASLO
NORTH MADISON,AVE NE,NE,,122410145 25553201 CIVIL4
NE KOURA RD,/ STATE,HWY 305 NE,,122310462 24709752 T
ARROW POINT,DR NE,,,121095342 24676599 FI
WINTERGREEN,LN NE,,,122603642 23680795 PC4
HIGH SCHOOL,RD NW,,,122373845 23636947 HARAS3
COPPERTOP,LOOP NE,,,122342072 24095194 PC4
MANITOU BEACH,DR NE,,,122858446 24521899 FI
HIGH SCHOOL,RD NE /,STATE HWY 305,NE,122571327 23644516 DUI3
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 RECKL3
KOMEDAL RD,NE,,,121556419 25671922 PC4
SHANNON DR,SE,,,122508700 23164500 TRANS
BLAKELY AVE,NE / WEST,BLAKELY RD NE,,122038788 22396300 TRAFF3
SHANNON DR,SE / WINSLOW,WAY E,,122528459 23232549 CELL
HANSEN RD,NE,,,121056442 23841648 CIVIL4
SHANNON DR,SE,,,122507386 23164507 PC4
VINEYARD LN,/ WINSLOW,WAY E,,122604664 23256788 CELL
WINSLOW WAY,E,,,122455141 23242401 ALRA
NE BROWNELL,LN,,,122809996 21570693 COVIDP
GRAND AVE,NE,,,122857296 23734547 BURGL4
POINT WHITE,DR NE,,,121696393 22526495 LIQUO4
NE TOLO RD,,,,121321143 24335354 CPR
SUNRISE DR,NE,,,122763796 26092302 BEHAV4
GILMORE WAY,NE,,,122676545 23316947 WC3
GREEN SPOT,PL NE,,,122625195 24164798 FOUND4
SUNRISE DR,NE,,,122763796 26092302 PC4
NE HIDDEN COVE,RD,,,121394293 25666401 SUSPI3
NE LAFAYETTE,AVE,,,122607500 26154600 TRANS
ROBINWOOD,DR NE,,,122703345 23358697 PC4
NE EAGLE HARBOR,DR,,,122208312 23033773 PC4
DON PALMER,AVE NE,,,121607995 23140174 PC4
BILL POINT CIR,NE,,,122916546 22811046 UNKNO3
MADISON AVE,N / WINSLOW,WAY E,,122427905 23249436 WC3
MINAMOTO LN,NE / WINSLOW,WAY E,,122617257 23251770 CELL
CAMELIA LOOP,NE,,,122464745 23595697 DV3
DOUGLAS DR,NE,,,122468545 21693093 DV3
ARROW POINT,DR NE,,,121095342 24676599 PC4
SUNRISE DR,NE,,,122763796 26092302 PC3
WINSLOW WAY,E,,,122607645 23236096 ALRA
NE DAY RD E,/ NORTH MADISON,MADISON AVE NE,,122469056 25230947 SUSPI3
FORT WARD,HILL RD NE,/ NE SOUTH BEACH,DR,122322782 21535363 PARKI4
WINSLOW WAY,E,,,122607645 23236096 SEXOF4
ARROW POINT,DR NE,,,121095342 24676599 PC4
NE MANITOU,PARK BLVD,,,122933146 24590799 ALRA
WINSLOW WAY,E,,,122607645 23236096 MISC4
WINTERGREEN,LN NE,,,122611928 23652146 PC4
STATE HWY,305 NE / NE,WEST PORT MADISON,RD,121590942 26041592 MVCB
NE SEABOLD,RD / STATE,HWY 305 NE,,121590942 26041592 PC3
JACOLET LN,NW / WYATT,WAY NW,,122440646 23403400 CELL
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310709 23631734 CELL
NE HIGH SCHOOL,RD,,,122470095 23627397 TRESP3
MADISON AVE,N,,,122493300 23896241 PC4
