_needs_review,_review_reason,CallID,When,Typ,Nature,P,Location,Cty
,,19C076240,11:03:23 08/20/19,l,Accident,2,E CHASE DR & S MAIN ST,COR
,,19C076241,11:05:36 08/20/19,l,Hazard,3,545 ALCOA CIR,COR
,,19C076242,11:17:02 08/20/19,l,Hazard,3,E GRAND BLVD & E SIXTH ST,COR
,,19C076243,11:17:08 08/20/19,l,Disturb Peace,3,120 W PARKRIDGE AVE; WALGREENS 07591 AT NORTH MAIN PLAZA,COR
,,19C076244,11:24:19 08/20/19,l,Cross Report,2,2511 SENA ST,COR
,,19C076245,11:28:08 08/20/19,l,Accident,2,PROMENADE AVE & N MCKINLEY ST,COR
,,19C076247,11:39:59 08/20/19,l,Auto Theft Past,3,1300 E SIXTH ST; PD LOBBY,COR
,,19C076249,11:53:48 08/20/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PD LOBBY,COR
,,19C076250,12:00:35 08/20/19,l,Petty Theft P,4,722 CANARY LN;LL CONT,COR
,,19C076252,12:10:43 08/20/19,l,Dist/Verbal,2,1229 CIRCLE CITY DR; #204,COR
,,19C076253,12:11:11 08/20/19,l,Trespass,3,1084 POMONA RD; BEST WESTERN,COR
,,19C076254,12:17:50 08/20/19,l,Accident,2,N MCKINLEY ST & GRIFFIN WAY ; 87 AT CARLS JR ON MCKINLEY,COR
,,19C076255,12:31:03 08/20/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PD LOBBY,COR
,,19C076257,12:39:24 08/20/19,l,Disturb Peace,3,1023 VISTA DEL CERRO DR # 203,COR
YES,'Location' garbled/scrambled text,19C076258,12:40:22 08/20/19,l,H&S Violation,3,511 N MAIN ST;#106;LATHER SUDIO,COR
,,19C076259,12:45:29 08/20/19,l,Public Service,3,650 EBBCREEK ST,COR
,,19C076260,12:46:18 08/20/19,f,Vegetation High,1,4109 ELLIS ST,HGS
,,19C076261,12:49:40 08/20/19,f,ZZSick,1,19661 ARCADIA ST,ELC
,,19C076262,12:55:50 08/20/19,l,Veh Burg Past,4,3915 GREEN RIVER RD; CUBE SMART STORAGE,COR
,,19C076263,12:57:58 08/20/19,f,ZZMedical Alert,1,803 MAGNOLIA AVE # 132,COR
,,19C076264,13:00:59 08/20/19,l,Area Check,3,200 N LINCOLN AVE; MOTEL 6,COR
,,19C076265,13:04:27 08/20/19,l,Alarm Call,2,4312 CROWN RANCH RD,COR
,,19C076268,13:15:07 08/20/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C076270,13:16:13 08/20/19,l,Area Check,3,1355 E ONTARIO AVE; HOME DEPOT,COR
,,19C076271,13:16:40 08/20/19,l,Fraud Past,4,3180 SONRISA DR,COR
,,19C076272,13:19:05 08/20/19,l,Special Detail,4,730 PUBLIC SAFETY WAY,COR
,,19C076273,13:19:43 08/20/19,f,ZZSick,1,1706 QUAIL CIR,COR
,,19C076274,13:22:12 08/20/19,l,Disturb Peace,3,230 S HOWARD ST ;HOMELESS,COR
,,19C076275,13:23:28 08/20/19,l,Ill Parked Veh,4,803 MAGNOLIA AVE,COR
,,19C076276,13:23:43 08/20/19,l,Traffic Stop,4,RIMPAU AVE & E FRANCIS ST,COR
,,19C076277,13:26:53 08/20/19,l,Welfare Check,2,4425 CABOT DR; FRONT COUNTER,COR
,,19C076278,13:28:28 08/20/19,l,911 Hangup,2,1014 W CITRON ST,COR
,,19C076280,13:43:20 08/20/19,l,Found Property,4,450 AUTO CENTER DR; RECORDS,COR
,,19C076282,13:45:54 08/20/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; OUTSIDE PD,COR
,,19C076283,13:49:21 08/20/19,l,Susp Vehicle,3,2359 CARLENE ST,COR
,,19C076284,13:59:22 08/20/19,l,Disturb Peace,2,2199 SAMPSON AVE; CARLS JR,COR
,,19C076285,14:02:56 08/20/19,l,Susp Person,2,1456 SERFAS CLUB DR;SIERRA DEL ORO APTS,COR
,,19C076287,14:04:25 08/20/19,l,Citizen Contact,3,1628 TAMARRON DR,COR
,,19C076286,14:04:25 08/20/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY ;OUTSIDE PARKING LOT,COR
,,19C076288,14:06:28 08/20/19,l,DV-Assault Past,3,870 S SHERMAN AVE # 4; LL CONT,COR
,,19C076289,14:15:40 08/20/19,l,Battery Past,3,1255 RIVER RD; AUBURNDALE INTERMEDIATE,COR
,,19C076292,14:24:10 08/20/19,f,ZZFall,1,1920 FRONTAGE RD;MIGUEL'S,COR
,,19C076293,14:24:55 08/20/19,l,Fraud Past,4,2905 TEAL DR; LL CONT,COR
,,19C076294,14:27:27 08/20/19,l,911 Hangup,2,209 A E BLAINE ST,
,,19C076296,14:28:22 08/20/19,l,Auto Theft Past,3,400 S RAMONA AVE ; #120 FRNT COUNTER,COR
,,19C076297,14:28:24 08/20/19,l,Battery Past,3,1248 W SIXTH ST,COR
,,19C076298,14:28:34 08/20/19,l,Patrol Info,4,4633 TEMESCAL CANYON RD,COR
,,19C076300,14:33:50 08/20/19,l,Traffic Stop,4,RAILROAD ST & GLIDER CIR,COR
,,19C076303,14:41:48 08/20/19,l,Ill Parked Veh,4,MONTANA RANCH RD & GREEN RIVER RD,COR
,,19C076304,14:45:17 08/20/19,f,ZZFall,1,985 SAMAR CT # 1; MOUNTAIN CREEK APTS GRIMMWAY MGMT,COR
,,19C076305,14:45:57 08/20/19,l,Disturb Peace,3,1303 W SIXTH ST; DENTAL R US,COR
,,19C076306,14:48:20 08/20/19,l,Alarm Call,2,809 E PARKRIDGE AVE; QUALITY PLUS INSURANCE,COR
,,19C076307,14:49:38 08/20/19,l,Flag Down,4,995 RIVER RD,COR
,,19C076308,14:50:34 08/20/19,l,Resid Burg Past,4,779 MEADOWOOD ST;#E,COR
,,19C076309,14:54:29 08/20/19,l,911 Hangup,2,2097 COMPTON AVE # 103; DR JAMAL,COR
,,19C076310,15:01:16 08/20/19,f,ZZFwy UnkInjury,1,91 EB TRANSITION ROAD TO 15 SB,COR
,,19C076311,15:02:07 08/20/19,l,Accident,2,E PARKRIDGE AVE & N MAIN ST,COR
,,19C076312,15:09:55 08/20/19,f,ZZSick,1,2097 COMPTON AVE # 103; DR JAMAL,COR
,,19C076314,15:11:11 08/20/19,l,Follow Up,4,1055 LOWRY RANCH RD,COR
,,19C076315,15:18:15 08/20/19,f,ZZSick,1,730 PUBLIC SAFETY WAY;TEST,COR
,,19C076316,15:24:51 08/20/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076317,15:29:36 08/20/19,l,Welfare Check,2,TEMESCAL CANYON RD & TOM BARNES ST,COR
,,19C076318,15:31:31 08/20/19,l,911 Hangup,2,1268 MULBERRY LN,COR
,,19C076321,15:40:49 08/20/19,l,911 Hangup,2,1690 W SIXTH ST,COR
,,19C076322,15:51:41 08/20/19,f,ZZSick,1,1780 VIA PACIFICA # B104,COR
,,19C076324,15:54:09 08/20/19,l,Fraud Past,4,1655 S MAIN ST; FRONT COUNTER,COR
,,19C076326,15:54:57 08/20/19,f,ZZAA MedicalAid,1,8703 ROLLING HILLS DR,TEM
,,19C076329,16:02:54 08/20/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE ;test,COR
,,19C076330,16:03:06 08/20/19,l,Disturb Peace,3,2191 SAMPSON AVE; ABT BEAUTY ACADEMY;HOMELESS,COR
,,19C076331,16:04:58 08/20/19,l,Citizen Contact,3,2104 W ONTARIO AVE,COR
,,19C076332,16:05:56 08/20/19,f,ZZStroke,1,1400 CIRCLE CITY DR ; #110 BED A,COR
,,19C076334,16:06:51 08/20/19,l,Disturb Peace,3,2191 SAMPSON AVE;ADVANCE BEAUTY TECH ACADEMY,COR
,,19C076335,16:11:09 08/20/19,lf,Accident,2,E ONTARIO AVE & VESPER CIR,COR
,,19C076336,16:15:47 08/20/19,l,Patrol Info,4,CHEROKEE RD & SPRING MEADOW DR,COR
,,19C076338,16:20:35 08/20/19,l,911 Hangup,2,526 MAGNOLIA AVE,COR
,,19C076339,16:21:00 08/20/19,f,ZZTrauma,1,2199 SAMPSON AVE; CARLS JR; STAGE,COR
,,19C076341,16:24:57 08/20/19,l,Citizen Contact,3,1229 KELLEY AVE,COR
,,19C076343,16:30:01 08/20/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076344,16:35:35 08/20/19,l,Grand Theft P,4,1065 E THIRD ST;DOLLAR SELF STORAGE;LL C4,COR
,,19C076345,16:40:27 08/20/19,l,Petty Theft P,4,359 FALMOUTH CT # 206,COR
,,19C076347,16:43:08 08/20/19,l,Vandalism,3,1181 CALIFORNIA AVE # 235; ENDURATEX,COR
,,19C076348,16:45:16 08/20/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076349,16:51:33 08/20/19,f,ZZTrauma,1,1120 ZIRCON ST,COR
,,19C076350,16:51:39 08/20/19,l,911 Hangup,2,1150 W TENTH ST,COR
,,19C076351,16:51:59 08/20/19,l,911 Hangup,2,1150 W TENTH ST,COR
,,19C076352,16:54:06 08/20/19,l,Grand Theft P,4,500 E RINCON ST,COR
,,19C076354,17:02:55 08/20/19,l,Alarm Call,2,2145 BOWDOIN ST,COR
,,19C076355,17:03:28 08/20/19,l,Follow Up,4,730 PUBLIC SAFETY WAY; CORONA POLICE; FRONT COUNTER,COR
,,19C076356,17:05:41 08/20/19,l,Accident,2,EAGLE GLEN PKWY & BEDFORD CANYON RD,COR
,,19C076358,17:13:32 08/20/19,f,ZZFWY Faint,1,15 SB MAGNOLIA ONTARIO,COR
,,19C076360,17:14:35 08/20/19,i,ZZBreathing,1,730 PUBLIC SAFETY WAY; TEST TEST,COR
,,19C076361,17:15:06 08/20/19,l,Traffic Stop,4,151 N MCKINLEY ST,COR
,,19C076362,17:15:56 08/20/19,i,ZZSick,1,730 PUBLIC SAFETY WAY; TEST TEST,COR
,,19C076363,17:16:44 08/20/19,l,Petty Theft P,4,746 CANARY LN,COR
,,19C076364,17:21:36 08/20/19,f,ZZBreathing,1,1400 CIRCLE CITY DR; #228 BED A,COR
,,19C076365,17:21:52 08/20/19,l,Follow Up,4,730 PUBLIC SAFETY WAY,COR
YES,'Nature' garbled text (embedded symbol),19C076366,17:29:21 08/20/19,lf,ZZFaint/Uncons,1,1260 E ONTARIO AVE; ALBERTSONS,COR
,,19C076367,17:31:04 08/20/19,l,Child Abuse,2,2515 S BUENA VISTA AVE; BUENA VISTA PARK,COR
,,19C076368,17:34:08 08/20/19,l,Alarm Call,2,4205 RIVIERA DR,COR
,,19C076369,17:37:42 08/20/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY,COR
,,19C076370,17:39:50 08/20/19,f,ZZSick,1,2057 COMPTON AVE;#101; DAVITA DIALYSIS,COR
,,19C076372,18:04:21 08/20/19,l,Hazard,3,716 W SIXTH ST,COR
,,19C076373,18:12:28 08/20/19,l,Resid Burg Past,4,1780 VIA PACIFICA # B108,COR
,,19C076374,18:15:22 08/20/19,l,Petty Theft P,4,816 RIMPAU AVE,COR
,,19C076377,18:18:17 08/20/19,l,Alarm Call,2,264 CORPORATE TERRACE CIR,COR
,,19C076382,19:08:29 08/20/19,l,911 Hangup,2,4190 BENNETT AVE,COR
,,19C076383,19:09:47 08/20/19,l,Follow Up,4,2541 TUSCANY ST # 103; ULTA BEAUTY,COR
,,19C076384,19:11:15 08/20/19,l,911 Hangup,2,2050 SALTBUSH CIR,COR
,,19C076385,19:14:14 08/20/19,l,Alarm Call,2,2683 WARDLOW RD,COR
,,19C076386,19:15:52 08/20/19,l,Trespass,3,725 S MAIN ST; 99 CENT STORE,COR
,,19C076387,19:18:51 08/20/19,l,911 Hangup,2,598 SANTANA WAY,COR
,,19C076388,19:24:53 08/20/19,l,Battery,1,955 S SHERMAN AVE # B,COR
,,19C076389,19:26:58 08/20/19,lf,Battery,1,1265 W TENTH ST # B,COR
,,19C076391,19:39:45 08/20/19,l,Property Check,4,1650 GARRETSON AVE; GARRETSON ELEMENTARY SCHOOL,COR
,,19C076393,19:47:27 08/20/19,l,Welfare Check,2,1234 TAFT LN,COR
,,19C076394,19:49:54 08/20/19,l,Dist/Physical,1,4019 S TEMESCAL ST,COR
,,19C076396,19:59:00 08/20/19,l,Z-Animal Svcs,4,1426 BURRERO WAY,COR
,,19C076397,20:00:42 08/20/19,l,Disturb Peace,3,700 E GRAND BLVD,COR
,,19C076398,20:02:29 08/20/19,l,Auto Theft Rec,4,730 PUBLIC SAFETY WAY,COR
,,19C076400,20:07:59 08/20/19,l,911 Hangup,2,1041 W GRAND BLVD # 102,COR
,,19C076401,20:09:05 08/20/19,l,Petty Theft P,4,470 N MCKINLEY ST; UFC GYM AT CORONA HILLS PLAZA,COR
,,19C076402,20:13:52 08/20/19,f,ZZMedical Alert,1,875 RIVER RD # 106; RIVER RUN APTS,COR
,,19C076403,20:14:54 08/20/19,l,Alarm Call,2,1214 MAGNOLIA AVE ; #101 TUTOR TIME,COR
,,19C076404,20:17:37 08/20/19,l,Susp Person,3,1910 FRONTAGE RD; AYRES SUITES H&S,COR
,,19C076405,20:21:05 08/20/19,l,911 Hangup,2,2970 RIMPAU AVE,COR
,,19C076406,20:23:31 08/20/19,f,ZZFall,1,8530 BEDFORD MOTORWAY,
,,19C076407,20:23:42 08/20/19,f,ZZSick,1,2729 PLUMWOOD LN,COR
,,19C076408,20:34:09 08/20/19,f,ZZFall,1,1130 W SIXTH ST,COR
,,19C076409,20:54:06 08/20/19,l,Vehicle Check,4,479 N MCKINLEY ST; WALMART,COR
,,19C076410,20:54:32 08/20/19,l,Traffic Stop,4,N LINCOLN AVE & BAYFIELD DR,COR
,,19C076411,20:59:31 08/20/19,l,Citizen Contact,3,111 W HARRISON ST ; POSS 10851P LL CONT,COR
,,19C076412,21:01:15 08/20/19,l,Fraud Past,4,111 N LINCOLN AVE; ARCO AM PM,COR
,,19C076414,21:03:30 08/20/19,l,Vehicle Check,4,470 N MCKINLEY ST; UFC GYM AT CORONA HILLS PLAZA,COR
,,19C076415,21:03:58 08/20/19,l,911 Hangup,2,790 E HARRISON ST,COR
,,19C076417,21:08:30 08/20/19,l,Domestic Distur,2,705 W TENTH ST ;,COR
,,19C076418,21:10:43 08/20/19,f,ZZSick,1,500 E GRAND BLVD,COR
,,19C076419,21:12:34 08/20/19,l,Property Check,4,803 SERRANO DR,COR
,,19C076420,21:13:59 08/20/19,l,Hazard,3,521 N MCKINLEY ST,COR
,,19C076421,21:15:44 08/20/19,l,911 Hangup,2,488 N MAIN ST,COR
,,19C076422,21:17:41 08/20/19,l,Susp Person,3,774 HEARST WAY,COR
,,19C076423,21:20:18 08/20/19,l,Follow Up,4,730 PUBLIC SAFETY WAY ; CR 19-10295,COR
,,19C076424,21:24:56 08/20/19,l,Alarm Call,2,750 S LINCOLN AVE # 101; VERIZON WIRELESS,COR
,,19C076426,21:26:43 08/20/19,l,Assist Othr Dpt,3,200 E OLIVE ST ; FIRE REF SUSP CONT,COR
,,19C076427,21:27:25 08/20/19,l,Susp Person,3,1373 DYER WAY,COR
,,19C076428,21:30:04 08/20/19,l,DV-Assault,1,705 N MAIN ST # 101; ME ECO NAIL BAR,COR
,,19C076429,21:31:30 08/20/19,f,ZZSick,1,737 MAGNOLIA AVE # 128;,COR
,,19C076432,21:37:20 08/20/19,l,Susp Person,3,956 AVENIDA DEL VISTA,COR
,,19C076434,22:01:09 08/20/19,l,Property Check,4,400 S VICENTIA AVE,COR
,,19C076435,22:02:51 08/20/19,l,Loud Noise,3,952 W FRANCIS ST,COR
,,19C076436,22:05:08 08/20/19,l,Alarm Call,2,1820 RIMPAU AVE,COR
,,19C076437,22:14:11 08/20/19,lf,Overdose,1,1790 VIA PACIFICA # A201; PARCWOOD APARTMENTS,COR
,,19C076438,22:25:01 08/20/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C076439,22:41:43 08/20/19,l,Property Check,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076440,22:52:05 08/20/19,l,911 Hangup,2,598 SANTANA WAY,COR
,,19C076441,22:55:38 08/20/19,l,Property Check,4,4372 TEMESCAL CANYON RD,COR
,,19C076442,22:58:26 08/20/19,l,Property Check,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C076443,23:17:37 08/20/19,l,Property Check,4,243 MAGNOLIA AVE,COR
,,19C076444,23:19:37 08/20/19,l,Property Check,4,1438 W SIXTH ST,COR
,,19C076446,23:29:09 08/20/19,l,Disturb Peace,3,310 N MCKINLEY ST,COR
,,19C076445,23:29:09 08/20/19,l,Traffic Stop,4,AVENIDA DEL VISTA & W SIXTH ST,COR
YES,'Location' garbled/scrambled text,19C076448,23:41:20 08/20/19,l,Patrol Info,4,"23260 SUNNYMEAD BLVD-CASTANEDAS, MORENO VALLEY;211PC",
,,19C076449,23:50:56 08/20/19,l,911 Hangup,2,2296 GRIFFIN WAY,COR
,,19C076450,23:55:37 08/20/19,l,Special Detail,4,450 AUTO CENTER DR; IN N OUT BURGER 25,COR
,,19C076451,23:56:04 08/20/19,l,Property Check,4,1646 DAWNRIDGE; BRENTWOOD PARK,COR
,,19C076452,00:04:39 08/21/19,l,Property Check,4,1315 MAGNOLIA AVE; CHEVRON,COR
,,19C076453,00:06:20 08/21/19,l,Disturb Peace,3,2620 TUSCANY ST # 106; JAMBA JUICE,COR
,,19C076454,00:08:00 08/21/19,l,Drunk In Public,2,2250 E TREEMONT PL,COR
,,19C076455,00:12:06 08/21/19,l,Property Check,4,2455 ANSELMO DR; MEC CORONA SUMMIT III LLC,COR
,,19C076457,00:14:04 08/21/19,l,911 Hangup,2,788 GIANNI DR # 105,COR
,,19C076458,00:19:55 08/21/19,l,Property Check,4,185 MAGNOLIA AVE; LEE POLLARD HIGH SCHOOL,COR
,,19C076459,00:23:26 08/21/19,l,Dist/Verbal,2,801 QUARRY ST,COR
,,19C076461,00:36:53 08/21/19,l,Property Check,4,1535 E ONTARIO AVE # 105; SOMBRERO MEXICAN FOOD,COR
,,19C076462,00:41:01 08/21/19,l,Disturb Peace,3,1698 W SIXTH ST # A,COR
,,19C076463,00:47:34 08/21/19,l,Property Check,4,2315 CALIFORNIA AVE; DYKSTRAS CAR WASH,COR
,,19C076464,00:48:19 08/21/19,l,Vehicle Check,4,2355 COMPTON AVE; LA FITNESS,COR
,,19C076465,00:48:51 08/21/19,l,Property Check,4,560 S PROMENADE AVE;ABS FACILITY SERVICES,COR
,,19C076466,00:55:12 08/21/19,l,Property Check,4,1155 E ONTARIO AVE; RIMPAU PARK,COR
,,19C076467,01:19:12 08/21/19,l,Ped Check,4,W SEVENTH ST & S SHERMAN AVE,COR
,,19C076468,01:41:05 08/21/19,l,Ped Check,4,E RINCON ST & N JOY ST,COR
,,19C076469,01:45:04 08/21/19,l,Property Check,4,1604 FAIRVIEW DR; FAIRVIEW PARK,COR
,,19C076470,01:46:14 08/21/19,l,CMC Violation,4,1487 HAWKCREST AVE,COR
,,19C076471,01:52:06 08/21/19,l,Alarm Call,2,635 N MAIN ST ; B-1A METRO NOODOE,COR
,,19C076472,01:56:19 08/21/19,l,Ped Check,4,W FOURTH ST & S SHERIDAN ST,COR
,,19C076473,01:58:53 08/21/19,l,Alarm Call,2,1406 W SIXTH ST ; RALLYS BURGERS,COR
,,19C076474,02:08:32 08/21/19,l,Property Check,4,500 CORONA MALL; CORONA MALL,COR
,,19C076475,02:22:20 08/21/19,l,Property Check,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C076476,02:49:43 08/21/19,l,Alarm Call,2,1150 PASEO GRANDE,COR
,,19C076477,02:53:52 08/21/19,l,Property Check,4,130 W FOOTHILL PKWY,COR
,,19C076478,02:58:48 08/21/19,f,ZZSick,1,730 MAGNOLIA AVE#739,COR
,,19C076479,03:23:16 08/21/19,l,Alarm Call,2,500 HARRINGTON ST; F,COR
,,19C076480,03:28:51 08/21/19,l,Resid Burg I/P,2,914 W ORANGE HEIGHTS LN,COR
,,19C076481,03:31:38 08/21/19,l,Alarm Call,2,412 JENKS CIR; FOUR SEASONS RESTAURANT EQUIPMENT,COR
,,19C076482,03:42:14 08/21/19,f,ZZSick,1,1741 COOLIDGE ST,COR
,,19C076484,04:21:25 08/21/19,l,Patrol Info,4,1772 DUMITRU WAY,COR
,,19C076485,04:32:33 08/21/19,l,Alarm Call,2,1820 RIMPAU AVE; CENTENNIAL HIGH SCHOOOL,COR
,,19C076486,04:55:43 08/21/19,lf,DV-Assault,1,2750 RIDGELINE DR # 202,COR
,,19C076487,05:01:00 08/21/19,l,Disturb Peace,3,2621 MANGULAR AVE,COR
,,19C076488,05:09:05 08/21/19,l,Stranded Veh,3,W FOOTHILL PKWY & S LINCOLN AVE,COR
,,19C076489,05:28:10 08/21/19,l,Susp Vehicle,3,3064 ASTORIA ST,COR
,,19C076492,05:36:11 08/21/19,l,Patrol Info,4,LA COSTA DR & LA TIERRA ST,COR
,,19C076493,05:45:35 08/21/19,f,ZZFall,1,3533 SUMMERTREE LN,COR
,,19C076494,05:48:21 08/21/19,l,911 Hangup,2,400 S VICENTIA AVE,COR
,,19C076495,05:49:45 08/21/19,l,Alarm Call,2,341 BONNIE CIR,COR
,,19C076496,05:51:32 08/21/19,l,Alarm Call,2,415 N SMITH AVE,COR
,,19C076498,06:11:55 08/21/19,l,Traffic Stop,4,TEMESCAL CANYON RD & TOM BARNES ST,COR
,,19C076499,06:12:10 08/21/19,l,911 Hangup,2,1650 S BUENA VISTA AVE,COR
,,19C076500,06:12:30 08/21/19,l,Disturb Peace,3,737 MAGNOLIA AVE,COR
,,19C076501,06:21:48 08/21/19,l,911 Hangup,2,1218 E ONTARIO AVE,COR
,,19C076502,06:25:06 08/21/19,l,Susp Person,3,1032 E SIXTH ST;HOMELESS SLEEPING,COR
,,19C076503,06:46:16 08/21/19,l,Alarm Call,2,841 N MAIN ST;ALAMILLA'S MEXICAN FOOD,COR
,,19C076505,06:49:17 08/21/19,l,Z-Animal Svcs,4,3230 STAR CANYON CIR,COR
,,19C076506,06:51:30 08/21/19,l,Found Property,4,1837 CALIFORNIA AVE;WIRELESS INFRASTRUCTURE,COR
,,19C076507,06:55:58 08/21/19,l,Traffic Detail,4,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C076508,06:56:04 08/21/19,l,911 Hangup,2,1218 E ONTARIO AVE,COR
,,19C076509,06:58:00 08/21/19,l,Disturb Peace,2,775 W THIRD ST # 4,COR
,,19C076511,07:01:26 08/21/19,f,ZZSick,1,2260 INDIGO HILLS DR # 6,COR
,,19C076512,07:01:50 08/21/19,l,Traffic Stop,4,S MAIN ST & E FOOTHILL PKWY,COR
,,19C076513,07:02:07 08/21/19,l,Traffic Stop,4,1612 JENKS DR,COR
,,19C076514,07:05:36 08/21/19,l,Property Check,4,1550 E ONTARIO AVE,COR
,,19C076515,07:08:12 08/21/19,l,911 Hangup,2,1775 SAMPSON AVE,COR
,,19C076516,07:10:32 08/21/19,l,Traffic Detail,4,100 W ORANGE HEIGHTS LN,COR
,,19C076517,07:14:29 08/21/19,l,Citizen Contact,3,2398 RAILROAD ST ;LL CONT,COR
,,19C076518,07:19:05 08/21/19,l,Property Check,4,930 E SIXTH ST,COR
,,19C076519,07:22:34 08/21/19,l,Traffic Detail,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076522,07:30:43 08/21/19,l,Property Check,4,470 HIDDEN VALLEY PKWY; KOHLS,COR
,,19C076523,07:37:50 08/21/19,l,Z-Animal Svcs,4,1020 RAILROAD ST,COR
,,19C076524,07:38:51 08/21/19,l,Traffic Stop,4,BEDFORD CANYON RD & GEORGETOWN DR,COR
,,19C076527,07:43:57 08/21/19,l,Property Check,4,530 HIDDEN VALLEY PKWY # 101; QUICKSILVER,COR
,,19C076529,07:47:39 08/21/19,l,Traffic Detail,4,2665 GILBERT AVE; SUSAN B ANTHONY ELEMENTARY SCHOOL,COR
,,19C076531,07:52:44 08/21/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C076532,07:55:48 08/21/19,lf,Man Down,1,2125 STAGECOACH DR; STAGECOACH PARK,COR
,,19C076533,07:58:04 08/21/19,l,Traffic Stop,4,770 MAGNOLIA AVE,COR
,,19C076534,07:59:00 08/21/19,l,Property Check,4,372 N MCKINLEY ST; WELLS FARGO ATM SAND ALONE ATM,COR
,,19C076535,08:01:37 08/21/19,l,Property Check,4,2290 GRIFFIN WAY; COUNTRY SIDE CAR WASH AT COUNTRYSIDE CENTE,COR
,,19C076536,08:06:04 08/21/19,l,Property Check,4,479 N MCKINLEY ST; WALMART,COR
,,19C076537,08:06:32 08/21/19,lf,Accident Inj,1,PROMENADE AVE & LA VISTA AVE,COR
,,19C076538,08:08:48 08/21/19,l,Reckless Driver,3,E ONTARIO AVE & MAGNOLIA AVE,COR
,,19C076539,08:10:01 08/21/19,f,ZZBleeding,1,737 MAGNOLIA AVE # 112,COR
,,19C076540,08:14:06 08/21/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076541,08:17:13 08/21/19,l,Property Check,4,120 W PARKRIDGE AVE; WALGREENS 07591 AT NORTH MAIN PLAZA,COR
,,19C076542,08:17:23 08/21/19,f,ZZFall,1,2300 S MAIN ST # 357; VALENCIA TERRACE,COR
,,19C076543,08:19:14 08/21/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076544,08:20:02 08/21/19,l,Traffic Detail,4,1040 S VICENTIA AVE; JEFFERSON ELEMENTARY SCHOOL,COR
,,19C076546,08:28:54 08/21/19,l,Property Check,4,705 N MAIN ST,COR
,,19C076547,08:29:05 08/21/19,l,Follow Up,4,3777 BEDFORD CANYON RD,COR
,,19C076548,08:29:54 08/21/19,l,Auto Theft Rec,4,866 EL CAMINO AVE;PETES ROAD SERVICE,COR
,,19C076549,08:30:19 08/21/19,l,Auto Theft Past,3,BRITTANY DR & WIMBLEDON DR,COR
,,19C076551,08:47:57 08/21/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C076552,08:48:07 08/21/19,l,Surveillance,4,S MAIN ST & E FRANCIS ST,COR
,,19C076553,08:48:48 08/21/19,l,Disturb Peace,3,475 CORONA MALL,COR
,,19C076554,08:49:24 08/21/19,l,Property Check,4,S MAIN ST & E ONTARIO AVE,COR
,,19C076555,08:51:21 08/21/19,l,Traffic Detail,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C076557,08:58:34 08/21/19,l,Test,4,730 PUBLIC SAFETY WAY,COR
,,19C076558,08:58:57 08/21/19,l,Alarm Call,2,1215 EMERALDPORT ST,COR
,,19C076559,09:00:30 08/21/19,l,Comm Burg Past,4,853 N MAIN ST # 80,COR
,,19C076560,09:01:20 08/21/19,l,Flag Down,4,1402 E ONTARIO AVE,COR
,,19C076561,09:07:48 08/21/19,l,Traffic Stop,4,RIPCHAK RD & CRESTA RD,COR
,,19C076562,09:11:09 08/21/19,l,Dist/Verbal,2,1664 SUMAC PL,COR
,,19C076564,09:16:07 08/21/19,l,Traffic Stop,4,E PARKRIDGE AVE & CRESTA RD,COR
,,19C076567,09:22:48 08/21/19,f,ZZMedical Alert,1,1235 SHADY MILL RD,COR
,,19C076568,09:25:33 08/21/19,l,Ill Parked Veh,4,1123 SHERBORN ST,COR
,,19C076569,09:28:29 08/21/19,l,Patrol Info,4,3915 GREEN RIVER RD; CUBE SMART STORAGE,COR
,,19C076570,09:29:58 08/21/19,l,Comm Policing,4,1040 S VICENTIA AVE; JEFFERSON ELEMENTARY SCHOOL,COR
